threshold,direction,n_events,median_reversion_days,pct_reverted_within_10d,avg_peak_dislocation_pct
1.5,discount,172,7.0,63.95348837209303,1.0952821812021198
1.5,premium,178,7.0,64.04494382022472,0.9839147484097628
2.0,discount,87,9.0,55.172413793103445,1.2305975576683679
2.0,premium,73,9.0,58.9041095890411,1.1511029087357683
2.5,discount,34,9.0,64.70588235294117,1.39024782802218
2.5,premium,25,10.0,52.0,1.336437683475286
