window,label,ann_return_pct,ann_vol_pct,sharpe,sortino,calmar,max_drawdown_pct,hit_rate_pct,profit_factor,avg_holding_days,n_trades,ann_turnover_x
full,strategy,0.019271033288226214,1.6725112704964795,0.0115222143062185,0.013346870598345042,0.0072704337281175955,-2.65060297760471,51.470588235294116,1.020824227709042,10.352941176470589,136.0,10.87734542292009
full,benchmark,-3.9685071699417485,7.99620782037394,-0.4962986529477372,-0.7210562731883499,-0.14718305885641278,-26.96307034774499,,,,,
train,strategy,0.14671153661747205,1.4535631577401362,0.10093234396884784,0.11342896912143201,0.06654704526892374,-2.2046288610500286,50.68493150684932,1.079166441007079,11.534246575342467,73.0,7.78557231418799
train,benchmark,-6.643845600300002,9.086928745332418,-0.7311431382922059,-1.1103930204450414,-0.24640538019646005,-26.96307034774499,,,,,
test,strategy,-0.17070470370299518,1.9558156716977877,-0.0872805684979563,-0.105494236179178,-0.07100871412896533,-2.4039965488314996,52.38095238095239,0.9559787244274284,8.984126984126984,63.0,15.493576955561682
test,benchmark,0.16931992421060915,6.009762379866082,0.028174146248754375,0.04007220420886594,0.023293259342385624,-7.269052463710213,,,,,
